"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2012","AR","AR-500","Little Rock/Central Arkansas CoC","Total Homeless","1,249"
"1/1/2012","AR","AR-501","Fayetteville/Northwest Arkansas CoC","Total Homeless","186"
"1/1/2012","AR","AR-503","Arkansas  Balance of State  CoC","Total Homeless","1,873"
"1/1/2012","AR","AR-504","Delta Hills CoC","Total Homeless","785"
"1/1/2012","AR","AR-505","Southeast Arkansas","Total Homeless","64"
"1/1/2012","AR","AR-512","Boone, Baxter, Marion, Newton Counties CoC","Total Homeless","57"
